arisa_frag,2000/8/17,2000/9/18,2000/10/9,2000/12/8,2001/1/16,2001/2/5,2001/3/19,2001/4/2,2001/5/9,2001/6/23,2001/6/29,2001/6/30,2001/7/27,2001/8/24,2001/9/28,2001/10/29,2001/11/19,2001/12/17,2002/1/14,2002/2/20,2002/3/15,2002/4/22,2002/5/20,2002/6/19,2002/7/11,2002/8/20,2002/9/11,2002/12/9,2003/1/15,2003/3/12,2003/5/5,2003/5/21,2003/6/17,2003/7/2,2003/8/14,2003/9/18,2003/10/22,2003/11/12,2003/12/16,2004/2/19,2004/3/17,2004/4/22,2004/5/19,2004/6/17,2004/7/14,2004/8/25,2004/9/22,2004/10/14,2004/11/17,2004/12/15,2005/3/16,2005/4/20,2005/5/4,2005/5/11,2005/6/14,2005/9/15,2005/10/20,2005/11/17,2006/1/18,2006/2/22,2006/3/29,2006/4/19,2006/6/20,2006/7/25,2006/8/24,2006/9/13,2006/10/15,2007/2/14,2007/4/4,2007/5/21,2007/6/15,2007/8/15,2007/9/20,2007/11/14,2007/12/17,2008/3/19,2008/4/22,2008/5/14,2008/6/18,2008/7/9,2008/8/20,2008/9/22,2008/10/20,2008/11/20,2008/12/11,2009/2/18,2009/4/23,2009/5/13,2009/6/18,2009/7/9,2009/7/10,2009/8/19,2009/9/24,2009/12/23,2010/1/28,2010/2/11,2010/3/24,2010/4/27,2010/5/17,2010/6/29,2010/7/21,
ARISA_836.8,0,0.00056102,0.00586124,0.002468101,0.007496315,0.002212091,0.010060402,0.034808323,0.014460521,0.007378295,0,0.005201245,0.008378394,0.014621585,0.018767788,0.008389336,0.012622581,0.014807489,0.009763439,0.003154126,0.005813204,0.003298102,0,0.003084126,0.001158043,0.006292252,0,0.00113605,0.001435079,0,0,0,0.001090036,0,0,0,0.002055066,0.004357187,0.006794313,0,0.001103043,0,0.00173008,0.003276174,0.002910119,0.001758063,0,0,0.000585022,0.003801167,0.001837678,0,0,0,0,0.006786373,0.001271053,0,0,0.002579137,0.00440322,0,0.001415069,0.000582027,0.001980079,0.004596166,0.00149007,0,0.002128,0,0.004487247,0,0,0.000773033,0,0,0.003513137,0,0,0,0.002215078,0,0,0.001133047,0,0,0,0,0.006739283,0,0,0,0,0.00427418,0.00186308,0.002066091,0,0,0,0,0,0.002859628
ARISA_837.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001811074,0,0,0,0,0.001200066,0.000547021,0.002328061,0,0,0,0,0.001966053,0,0,0.001549071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001567556,0,0,0.000621584,0,0,0,0,0,0,0,0,0,0,0.000915034,0,0,0,0.00293712,0,0,0,0,0.000852036,0,0,0,0,0.001081045,0.001025044,0.000589026,0,0,0,0,0,0.000188018
ARISA_840,0.000686029,0,0.001011042,0,0.002737115,0.002811115,0.001225049,0,0,0,0,0,0.006865323,0,0,0.002231089,0,0,0,0,0.000659023,0.004490139,0.010260359,0.002400098,0.008275306,0.007046282,0.006962223,0.000854038,0,0.00394815,0.005166134,0.00260506,0.009006297,0.002077067,0,0.000563015,0.001335043,0,0.004500207,0.008492425,0.001694066,0.001129045,0.003293152,0.003845204,0.004483184,0.00055002,0,0,0,0,0.006577584,0.006958205,0.003281092,0.000547344,0.012280479,0.005527304,0,0,0.00106704,0.001345071,0.009504475,0.018838224,0.000852042,0.008533401,0.009301372,0.008122292,0,0,0.006261886,0.00388114,0.00436024,0.001525058,0.002571116,0.004431191,0,0.001583062,0.023181904,0.013267571,0.003310149,0.00377214,0.003339117,0,0,0,0,0,0,0,0.00355915,0.002534109,0,0,0,0.002962124,0.007813336,0.006172272,0,0,0,0,0,0.002955087
ARISA_843,0,0,0,0,0,0,0.000688028,0,0,0,0,0,0.002260106,0,0,0,0,0,0,0,0,0.001419044,0,0,0.001916071,0.000672027,0,0.00068903,0,0,0,0,0.005312175,0.000685022,0,0,0,0,0,0.000730037,0,0,0.001475068,0,0,0,0,0.003390153,0,0,0.001924804,0.0089567,0.0035851,0,0,0.004019221,0,0,0,0,0.002037102,0.002013413,0.000702034,0.007311344,0.00176107,0.000293011,0.000789037,0,0.001465378,0.002305083,0.001366075,0.000571022,0.00176708,0.000569025,0,0,0.0025671,0.00395317,0.001372062,0.002494092,0,0,0,0.005958244,0,0,0,0,0,0.001583068,0.001869075,0,0,0.00095804,0.008749376,0.006609291,0,0.000593017,0,0,0,0.000964156
ARISA_846,0,0,0,0,0,0,0,0,0,0,0,0,0.001097052,0,0,0,0,0.000669022,0,0,0,0,0,0,0,0,0.001734056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011721528,0,0,0.001102607,0.003704771,0.001393039,0,0.007592296,0,0,0,0.00215608,0,0.003089155,0.015349776,0.000568028,0.002202104,0,0,0,0.001198046,0.000591556,0,0,0,0,0.00092604,0,0,0,0.003979171,0,0,0,0.001065049,0,0.001477061,0,0,0,0,0,0,0.000599024,0,0,0,0,0,0,0,0,0,0,0.000615995
ARISA_847.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001666055,0,0,0,0,0,0,0,0,0,0,0,0.000699027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002360439,0,0,0,0.000559022,0,0,0,0,0,0,0,0.000906044,0,0,0,0,0.002993114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007161329,0,0,0,0,0,0,0,0,0.001411056,0,0,0,0,0,0,0,0,0,0,0.000175803
ARISA_847.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000605028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99038E-06
ARISA_848.9,0,0,0.001073044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001352051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002612144,0,0,0.001125042,0,0.000834042,0,0,0,0,0,0,0.002405091,0,0,0,0,0,0,0.000747034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000968039,0,0,0,0,0,0,0,0,0,0,0.000110064
ARISA_849,0,0,0,0,0,0,0,0.000539021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00151607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03474E-05
ARISA_852.1,0,0,0.000945039,0,0,0,0,0.001035039,0,0,0.000721035,0,0.00169908,0,0,0,0,0.001890062,0.005611253,0,0.001112039,0.000668021,0,0,0.003072114,0.003306132,0,0,0,0.005963227,0,0,0,0,0,0,0.001600051,0,0.028065291,0,0,0,0,0,0.000565023,0,0.000613024,0,0,0,0,0,0,0,0,0.005706314,0,0,0,0,0,0.000687483,0.035292729,0,0,0.000350013,0.009958468,0.004854185,0.000549517,0,0,0,0,0,0.001649076,0,0,0,0,0,0,0.010747494,0,0,0,0,0.009870365,0.007623305,0,0,0.026373055,0,0.0045442,0,0,0,0,0,0,0,0,0.001733392
ARISA_854.8,0,0,0,0,0,0,0.001269051,0.012224465,0.000812029,0.001920077,0.006649326,0.000567027,0,0.003607144,0,0.001214049,0.001598074,0,0.005443245,0,0.001490052,0.004162129,0.001691059,0.003072126,0.006881255,0,0,0,0.000675037,0.003350127,0,0.003000069,0.00060402,0,0,0.00259207,0,0,0.002457113,0,0,0,0,0.001015054,0,0,0,0,0,0,0,0,0,0,0,0.00526829,0,0,0.025036926,0.000905048,0,0,0.025432246,0,0,0,0.009844463,0.002845108,0.002942766,0,0,0,0.001589072,0,0.001980091,0,0.005779225,0.001417061,0.000937042,0,0,0.003462159,0,0.002239092,0,0,0.008043298,0.004910196,0,0,0.00950038,0,0.009177404,0,0,0,0,0,0,0,0,0.00185747
ARISA_856.6,0,0,0.000785032,0.00097204,0.010726451,0.008388344,0.011133445,0.014371546,0.006247225,0.001042042,0.005472268,0,0.045358132,0.001762071,0.000599025,0.001187048,0.003499161,0,0.006817307,0.016602664,0.005250184,0.006822212,0.001936068,0.001493061,0.018461683,0.028639146,0,0.016463724,0.003178175,0.008450321,0.003668095,0.002002046,0.001658055,0,0,0.000805022,0,0,0.013682629,0.00080004,0.000630025,0.00073903,0.000559026,0.001436076,0,0,0,0,0.001167044,0.001454064,0,0,0,0,0.003298129,0.002591143,0,0,0.02621497,0.000593031,0.001869094,0.021214893,0.013442659,0.000698033,0,0,0.00084004,0,0.00454227,0,0,0,0.006812307,0,0.000595027,0,0.002490097,0.000856037,0.003927177,0,0,0.001553071,0,0,0,0,0.000578021,0,0,0,0.000675027,0,0.000806036,0,0,0,0,0,0,0,0,0.003444125
ARISA_857.1,0,0,0,0,0,0,0,0,0,0,0.001364067,0,0,0,0,0,0,0,0,0,0,0.003384105,0,0,0,0.006528261,0,0,0,0,0,0,0.000683023,0,0,0,0,0,0,0,0,0,0,0.00151108,0,0,0,0,0,0,0,0,0,0.000529332,0.000829032,0,0,0,0,0,0,0.002885025,0,0,0,0,0,0.001404053,0,0,0,0,0.00089704,0,0.000738034,0,0,0,0,0,0,0.000551025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000210931
ARISA_859.8,0,0,0,0,0,0.007890324,0,0.002784106,0.004595165,0,0.00347117,0,0,0,0,0.000828033,0,0.037063223,0,0.001172047,0,0.002610081,0.000873031,0,0.007206267,0,0,0.002074091,0,0,0.001022027,0,0.00059702,0,0,0,0,0,0,0.000773039,0,0.001236049,0.000572026,0.001903101,0,0,0,0,0,0,0.001299894,0,0.003250091,0.000937589,0.000673026,0.004218232,0,0,0.006781251,0.003810202,0.000534027,0.008744138,0.003101152,0,0,0,0,0,0.003709487,0,0,0,0.003044137,0.000891038,0.001977091,0.00204908,0,0.002711117,0.002197099,0.000707026,0,0,0,0.012783524,0.00233107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141011
ARISA_860.4,0,0,0,0,0,0,0,0.001068041,0,0,0,0,0,0,0,0.00201008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000732029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001020051,0,0,0,0,0,0,0,0.001103037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87449E-05
ARISA_860.9,0,0,0,0,0,0,0,0,0.000869031,0,0,0,0.000623029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001390307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005236215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000080382
ARISA_863.9,0,0,0,0,0,0,0,0.001439055,0,0,0,0,0,0,0,0.000658026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000649033,0,0,0,0,0,0,0,0,0,0,0.011793183,0.007381521,0,0.000612385,0,0,0,0,0,0,0.003073154,0.006447526,0.002101103,0,0,0,0,0,0.002987809,0,0,0,0.0022261,0,0,0.000967038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003448138,0,0,0,0,0,0,0,0,0,0,0.000433506
ARISA_865.9,0,0,0,0.002049084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003814558,0,0,0,0,0,0,0,0,0,0,0.003462431,0.004857238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000953044,0,0,0,0,0.002212082,0.001462059,0,0,0.007891316,0,0,0,0,0,0,0,0,0,0,0.000264374
ARISA_868.8,0,0,0,0.004932202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000547025,0,0,0,0,0,0,0,0,0,0,0,0.017697786,0.063454464,0,0,0,0,0,0,0.001177044,0,0.089777489,0.010786572,0.026638305,0,0,0,0.004312203,0,0.000593558,0,0,0,0.000578026,0,0,0,0,0,0,0,0,0.004819222,0,0,0,0,0.02674499,0.009305372,0,0,0.008792352,0,0.004177184,0,0,0,0,0,0,0,0,0.002716176
ARISA_871.5,0,0,0,0.000617025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000569029,0,0,0,0,0,0,0,0,0,0,0.004636756,0.007952949,0,0,0,0,0,0,0.004236157,0,0,0.004512168,0.010226501,0,0,0,0.002458116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00500923,0,0,0,0,0.017113633,0.011296452,0,0,0.001279051,0,0.0022691,0,0,0,0,0,0,0,0,0.000714616
ARISA_874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004121004,0.003962964,0,0,0,0,0,0,0,0,0,0,0.003774185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000610028,0,0,0,0,0.003113115,0,0,0.007236311,0,0,0.0022651,0,0,0,0,0,0,0,0,0.000248344
ARISA_874.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000787031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070603,0,0,0,0,0,0,0,0,0,0,0,1.47828E-05
ARISA_877.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002280073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000952037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20011E-05
ARISA_880.7,0,0,0,0.001636067,0,0,0.001560062,0,0.006251225,0,0,0,0,0,0.000889037,0.000878035,0.000716033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00063203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000124381
ARISA_881.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001385055,0.00108805,0,0.001629073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06156E-05
ARISA_884.3,0,0,0.008521349,0.00171807,0.004217177,0,0.01049242,0,0,0.000679027,0,0,0,0.008905356,0.002952124,0,0.002239103,0.001643054,0.003855174,0,0.000739026,0,0,0,0,0,0,0.001093048,0.000699038,0,0,0,0.001187039,0,0,0.003051082,0,0.002156093,0.000787036,0,0,0,0,0,0,0.000771028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000686032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001214053,0,0,0,0,0,0,0,0,0.00057036
ARISA_884.8,0,0,0,0.00122205,0,0,0,0,0,0,0,0,0,0.001183047,0.001051044,0,0,0,0,0,0,0,0,0,0.00054302,0,0,0,0,0,0,0,0.002214073,0,0,0,0,0.00208109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00160706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.80335E-05
ARISA_887.8,0.000554023,0,0.001192049,0.00171307,0.000738031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000767031,0,0,0,0,0,0,0.00180806,0.003079099,0,0.002796076,0,0.000542023,0,0,0,0,0,0,0,0.001309047,0,0,0,0.001707075,0,0.000702526,0,0,0,0,0,0,0,0,0,0,0,0,0.000809032,0.000640023,0,0,0,0,0.001900105,0,0,0.003923169,0,0,0,0,0.000553025,0.004926182,0,0,0.004779143,0,0.007828235,0.000570021,0,0,0,0,0,0,0,0.009960418,0.001419061,0,0,0,0,0,0,0.000536797
ARISA_889.2,0,0,0,0,0,0,0.000574023,0,0,0,0,0.00191009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001019033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002530114,0,0,0,0,0,0,0,0,0,0,0,0.000796042,0,0,0,0,0,0,0,0,0,0,0.002614144,0,0,0,0,0.000837033,0,0,0.000979044,0.002367088,0,0,0.002093063,0,0.003904117,0,0,0,0,0,0,0,0,0.002120089,0,0,0,0,0,0,0,0.000215286
ARISA_891.9,0,0,0,0,0,0,0.000696028,0,0,0,0,0.004498211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001211039,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004606207,0,0,0,0,0,0,0,0,0,0,0,0,0.003703185,0,0,0,0,0.000750527,0,0,0,0,0.001603088,0,0,0.000720031,0,0.002458096,0,0,0,0.000762028,0,0,0.00165105,0.001342055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000237639
ARISA_892.7,0,0,0,0,0,0,0,0,0,0,0,0.000795037,0,0,0,0,0,0,0,0,0,0,0,0.000663027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000857043,0,0,0,0,0,0,0,0,0,0,0,0,0.00092504,0,0.000836033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03582E-05
ARISA_895.3,0,0,0,0,0,0,0,0,0,0,0,0.001725081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002177109,0,0,0,0,0,0,0,0,0,0.004848267,0,0,0,0,0,0,0,0.001217055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.86882E-05
ARISA_897.8,0,0,0,0,0,0,0,0,0,0,0,0.002851134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000720019,0,0,0,0,0,0,0.001857085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217212,0.000545021,0,0,0,0,0,0,0.000871039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.92715E-05
ARISA_902.5,0,0,0,0,0,0,0,0,0,0,0,0.005365252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001911073,0,0,0,0,0,0,0,0,0,0,0,0,0.000946044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001372065,0,0,0,0,0,0,0,0.000747028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000102391
ARISA_902.8,0.000669028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62404E-06
ARISA_907.8,0.004849204,0.000605022,0.000759031,0.00097804,0.003831161,0,0,0.000937036,0,0.001698068,0.011290553,0.002909137,0.001366064,0.008170327,0.003230136,0.002127085,0.002588119,0.001795059,0,0,0.001570055,0,0,0,0.004368162,0.01849374,0,0.003313146,0.000942052,0.006489247,0,0,0.000747025,0,0,0,0,0.002541109,0,0.000902045,0,0,0,0.001093058,0,0,0.001182046,0.000648029,0,0,0,0,0,0,0,0.001952107,0,0,0,0,0,0.006458534,0,0.005697268,0.000706028,0,0,0,0,0,0,0.010859413,0,0,0,0,0,0.000735032,0.00200809,0.000630023,0,0,0.000547016,0,0,0,0,0,0,0,0,0,0.001118049,0,0,0,0,0,0,0,0.001312068,0.001202449
ARISA_912.5,0.004860204,0,0.000756031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001756065,0.002892116,0,0.002880127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000570023,0,0.001964077,0,0,0,0,0,0,0,0,0,0,0,0,0.000530028,0,0.001445014,0,0.005839274,0.004117165,0.001168542,0,0,0,0,0,0.009130347,0,0,0,0,0,0,0.001124051,0,0.000709025,0,0.004067122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000433755
ARISA_915.5,0.00072103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005900277,0.000590024,0,0,0,0,0,0,0.0052662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00077704,0.000131233
ARISA_920.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002269107,0,0,0,0,0,0,0,0.002446093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66851E-05
ARISA_924.9,0,0,0,0,0,0,0,0.000620024,0,0,0,0.000544026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000542026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68918E-05
ARISA_929,0,0,0,0,0,0,0,0.003394129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000623022,0,0,0,0,0,0,0.005460208,0,0,0,0,0,0,0,0,0,0.000548027,0,0,0,0,0,0,0,0,0,0,0.003801539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001369
ARISA_933.7,0,0,0.000648027,0,0,0,0,0.001649063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000541019,0,0,0,0,0,0,0.007603289,0,0,0,0.000691022,0,0,0,0,0,0.000620031,0,0,0,0,0,0,0,0.000634029,0,0,0.001567284,0.009767306,0,0,0,0.003112171,0,0,0,0,0.000584029,0,0,0,0,0,0,0,0,0,0,0.001773067,0,0,0,0,0,0,0.003799171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000326629
ARISA_937.8,0,0,0,0,0,0,0.000703028,0,0,0,0,0,0,0,0,0,0.000532025,0,0,0,0,0,0,0,0,0,0.001216039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002068013,0.004240172,0,0,0,0,0,0,0,0,0,0.008486958,0,0.003462163,0,0,0,0,0,0,0,0.006147234,0,0,0,0,0,0,0.002630118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000291938
ARISA_939.4,0,0,0,0,0,0,0.001288052,0.001340051,0,0,0,0,0,0,0,0,0.000527024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006102284,0,0,0,0,0,0,0,0,0,0.000587022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.74696E-05
ARISA_943.3,0,0,0,0.00073503,0.003540149,0.01635167,0.002819113,0.001505057,0.001021037,0,0.000538026,0,0.010904513,0,0,0.001171047,0.002717125,0.011045365,0.001065048,0.008581343,0,0,0.000607021,0.001874077,0.004784177,0.004687188,0,0.00068903,0.000640035,0.00341713,0.000795021,0,0.000762025,0,0,0,0,0.000557024,0.003389156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003765644,0,0,0,0,0,0,0.003696475,0.001290046,0,0.00156606,0,0,0.000601028,0,0,0,0,0,0,0,0,0.001194049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000953561
ARISA_946.3,0,0,0.000623026,0.000717029,0.001016043,0.003709152,0.001527061,0,0,0,0.001203059,0.001888089,0.002658125,0,0.000586025,0,0.001435066,0.004436146,0,0.001595064,0,0,0.000585021,0.001006041,0.003620134,0.001263051,0,0.002192097,0.000962053,0.004666177,0,0,0,0.001603051,0.000536011,0,0,0,0.004814222,0,0,0.00074803,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002858157,0,0,0,0.004507239,0.00259113,0.00323327,0,0,0,0,0,0,0.004798511,0.009706349,0.000579032,0,0.002101095,0.002186094,0.001152053,0.007538294,0.009823383,0,0,0,0,0,0,0.003152129,0.001097033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000977362
ARISA_946.5,0,0,0,0,0.001165049,0.001748072,0,0,0,0,0,0,0,0,0,0,0,0.002706089,0.000610028,0,0,0,0,0,0,0,0,0.00068103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000774728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.60891E-05
