arisa_frag,2000/8/17,2000/9/18,2000/10/9,2000/12/8,2001/1/16,2001/2/5,2001/3/19,2001/4/2,2001/5/9,2001/6/23,2001/6/29,2001/6/30,2001/7/27,2001/8/24,2001/9/28,2001/10/29,2001/11/19,2001/12/17,2002/1/14,2002/2/20,2002/3/15,2002/4/22,2002/5/20,2002/6/19,2002/7/11,2002/8/20,2002/9/11,2002/12/9,2003/1/15,2003/3/12,2003/5/5,2003/5/21,2003/6/17,2003/7/2,2003/8/14,2003/9/18,2003/10/22,2003/11/12,2003/12/16,2004/2/19,2004/3/17,2004/4/22,2004/5/19,2004/6/17,2004/7/14,2004/8/25,2004/9/22,2004/10/14,2004/11/17,2004/12/15,2005/3/16,2005/4/20,2005/5/4,2005/5/11,2005/6/14,2005/9/15,2005/10/20,2005/11/17,2006/1/18,2006/2/22,2006/3/29,2006/4/19,2006/6/20,2006/7/25,2006/8/24,2006/9/13,2006/10/15,2007/2/14,2007/4/4,2007/5/21,2007/6/15,2007/8/15,2007/9/20,2007/11/14,2007/12/17,2008/3/19,2008/4/22,2008/5/14,2008/6/18,2008/7/9,2008/8/20,2008/9/22,2008/10/20,2008/11/20,2008/12/11,2009/2/18,2009/4/23,2009/5/13,2009/6/18,2009/7/9,2009/7/10,2009/8/19,2009/9/24,2009/12/23,2010/1/28,2010/2/11,2010/3/24,2010/4/27,2010/5/17,2010/6/29,2010/7/21,
ARISA_755.2,0.002892122,0.008445304,0.002091086,0,0,0.002510103,0,0.001494057,0.032973187,0.014081563,0,0.003911184,0,0.003911156,0.003834161,0.002782111,0.006015277,0.000935031,0.00200809,0.004131165,0.001650058,0,0,0.001658068,0,0,0.011015353,0,0.003130172,0,0,0.000622014,0,0,0,0,0.000768025,0,0,0,0,0,0.005953274,0.005838309,0.00559923,0.000536019,0.015413601,0.004756214,0,0,0,0.001357015,0.000550015,0,0.001685066,0.002251124,0,0,0,0,0,0,0,0.011509541,0.000606024,0.00082353,0,0,0,0,0,0,0.000681031,0,0,0,0.001826071,0,0.001284058,0,0,0,0,0,0,0,0,0,0.000898038,0.012299529,0,0,0.002159095,0,0,0,0,0,0,0,0,0.001850357
ARISA_755.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00065603,0,0,0,0,0,0,0,0,0,0,0.00581725,0,0,0,0,0,0,0,0,0,0,0,6.40919E-05
ARISA_756.5,0,0,0,0,0,0,0,0.000548021,0,0,0,0,0.001856087,0.002823113,0,0,0,0,0,0,0,0,0,0,0,0,0.002305074,0,0.002970163,0,0.00730719,0.000826019,0,0,0,0,0,0,0,0,0,0,0.000601028,0.001617086,0,0,0.000639025,0.000533024,0,0,0,0,0,0,0.000817032,0.002020111,0,0,0,0,0.001687084,0,0,0.009805461,0,0.00027951,0,0,0,0,0,0,0.000567026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005268227,0,0,0.001157051,0,0,0,0,0,0,0,0,0.000431954
ARISA_758.3,0.001468062,0,0,0,0,0,0.001807072,0.001531058,0,0,0,0,0,0,0.000689029,0.000624025,0.001749081,0,0.001817082,0.004713189,0.002597091,0,0,0,0.000992037,0,0,0,0.001804099,0,0.000688018,0,0,0,0,0,0,0,0.002473114,0,0,0,0,0,0,0,0.000655026,0,0,0,0,0,0,0,0,0.002253124,0,0,0,0,0,0,0,0.00254312,0,0,0,0,0.001982864,0,0,0,0,0,0,0.001734068,0,0,0,0,0,0.001006046,0,0,0,0,0,0,0,0.005494236,0.006652266,0,0.000938041,0,0.000654028,0.000695031,0,0,0,0,0,0.000470899
ARISA_759.8,0,0.000574021,0,0.001844076,0,0.003535145,0.004214169,0.000601023,0.000634023,0.008876355,0.000548027,0.001124053,0.001683079,0,0,0,0,0,0,0.003310132,0,0,0,0,0.000627023,0.000942038,0,0.001437063,0.003405187,0,0,0,0,0,0,0.001389038,0,0.002199095,0.000605028,0.002214111,0.001393054,0.001710068,0.002838131,0,0.002371097,0.000697025,0.001267049,0.000643029,0,0,0.00148216,0.006867137,0,0,0,0.001156064,0,0,0.001178044,0.003814202,0.002472124,0.004039836,0.006043296,0.000570027,0,0,0,0.001652063,0.003040858,0,0.003015166,0,0,0,0,0,0,0,0,0,0,0.000965044,0.000715022,0,0,0,0,0,0.001074045,0.001995086,0.00825533,0,0,0,0,0.000626028,0,0,0,0,0,0.000986571
ARISA_762.8,0.001957082,0,0,0.000763031,0,0.002975122,0,0,0,0,0,0,0,0,0,0,0,0.012258405,0,0,0,0,0.017763622,0.012138498,0.000986037,0.004216169,0.006814218,0.004291189,0.003557196,0.012514476,0,0,0.030382003,0.016488528,0,0.000546015,0.000703023,0,0.003153145,0.002570129,0.002508098,0.006801272,0.003709171,0.012656671,0.005729235,0.000570021,0.007226282,0,0,0,0.012908808,0.010984216,0.000825023,0,0.010080393,0.016278895,0.002029085,0,0.003333123,0.007340389,0.004219211,0.005575914,0.021324045,0.007970375,0.003109124,0.000662024,0.015803743,0.002880109,0.004741457,0.008496306,0.006956383,0.001981075,0,0.004574197,0,0.004448174,0.001488058,0.008393361,0.012177548,0.003004111,0.003247114,0.003425158,0.001064032,0,0.004278128,0.004487162,0.004475166,0.001209048,0.010219429,0.017609757,0.016617665,0,0.0204499,0,0,0.000576025,0,0,0,0,0,0.00438141
ARISA_763.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000523011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001431085,0.005493109,0,0,0,0.005985329,0.000976041,0,0.002176081,0,0.000685034,0.00059842,0.003581176,0,0,0,0.001664078,0,0,0,0.004512248,0,0,0.000779034,0,0.004821188,0,0.002601112,0.002424109,0,0.000531019,0.0021781,0.00099803,0,0,0,0.002619097,0.00074303,0.000586025,0.001114048,0.004911196,0,0.003382149,0,0,0,0,0,0,0,0,0.000547661
ARISA_764.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001449111,0,0,0,0.000692027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001947088,0,0,0.001600074,0,0,0,0,0,0.000637026,0,0.000627027,0,0,0,0,0,0,0,0,0,0,0,6.88352E-05
ARISA_764.8,0,0,0,0,0,0,0,0,0,0,0,0,0.000700033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004782187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42794E-05
ARISA_765.7,0,0,0,0,0,0,0,0,0,0,0.00061503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002777058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00259394,0,0,0.000739029,0,0,0,0.00297211,0,0,0,0,0,0,0,0,0.002447093,0.000594559,0,0.003947217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000615025,0,0,0.001053042,0,0,0,0,0,0,0,0,0,0.000758039,0.000189229
ARISA_767.5,0,0,0,0,0,0,0.000700028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000717029,0,0,0,0,0,0.002236085,0,0,0,0,0.001282027,0,0,0,0,0.003061153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000963038,0,0,0,0,0,0,0,0.008599421,0,0,0,0,0,0.001150081,0,0,0.000552021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00423122,0.000232595
ARISA_770.5,0,0,0,0,0,0.006034247,0.001457058,0.069688648,0,0,0,0,0.000797038,0.002471099,0,0,0,0,0,0,0,0,0.000796028,0.001159048,0,0,0,0,0,0.001940074,0.046410207,0.001827042,0,0,0.000639013,0,0,0,0,0,0,0.000687028,0,0.001656088,0,0,0,0,0,0,0.042662159,0.077409903,0,0,0.001168046,0,0,0,0.051808917,0,0.015869794,0.012133518,0.014104691,0,0,0,0.083632931,0,0.004289032,0.00305411,0,0,0,0,0.003022139,0.001516059,0.006441251,0,0,0,0.00084203,0.06977321,0,0,0,0,0.076006812,0.060164407,0,0,0.075944038,0,0.082543632,0,0,0,0.002729096,0,0.004348113,0,0.021427114,0.008380729
ARISA_773.1,0,0,0,0,0,0.001610066,0,0,0,0,0,0,0,0,0,0.000542022,0,0,0,0,0,0,0,0.001440059,0,0,0,0,0,0,0.009339243,0.000679016,0,0,0,0,0,0,0,0,0,0.001280051,0,0.003138166,0,0,0,0,0,0,0,0,0,0.002985875,0,0,0,0,0.05025586,0,0.023221161,0.01038429,0.001739085,0,0,0,0.012779601,0,0.005126819,0.009222332,0,0,0.007694346,0,0.003340154,0.006697261,0.029035132,0.002692116,0,0,0,0.005146237,0,0,0,0,0.014384532,0.003478139,0,0,0.007072283,0,0.002654117,0,0,0,0.007806273,0,0.003209083,0,0.015727818,0.002402784
ARISA_776.1,0.001143048,0,0.000894037,0,0,0.003357138,0,0,0,0.001021041,0,0.000724034,0,0,0.004313181,0.002522101,0,0,0,0.000554022,0.00085103,0,0.002694094,0,0,0,0.001682054,0,0.003284181,0,0,0,0,0,0.362462612,0,0.00063102,0,0.004077188,0,0,0,0,0,0,0,0.004380171,0,0,0,0.081375564,0.129466841,0,0,0,0,0,0,0,0,0,0.001344944,0,0,0,0,0.000806038,0,0.0022341,0.000849031,0,0,0.002395108,0,0.002925135,0.001252049,0.014246556,0,0,0,0.003527123,0,0,0,0,0,0.002999111,0.000651026,0,0,0,0,0.002151095,0,0,0,0.008452296,0,0,0,0.006091317,0.006488696
ARISA_779.2,0.000727031,0,0.001611066,0.001079044,0.00096104,0.006488266,0.002576103,0.002805107,0,0,0.001003049,0.000943044,0.001428067,0,0.000574024,0.000550022,0.004226194,0.007486247,0.00110905,0.003824153,0.001790063,0.000592018,0.003233113,0.000772032,0,0,0.002420077,0,0.003206176,0.031425194,0.002371062,0,0,0,0.422695877,0,0,0,0,0,0.000783031,0,0,0,0,0,0,0,0,0,0.032157854,0.028050982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000743032,0,0.00152506,0.001222048,0,0.006929312,0,0.001677059,0,0,0,0,0,0,0,0,0.0023171,0,0,0.000638028,0,0,0,0.004076143,0,0,0,0.002345122,0.005825365
ARISA_779.7,0,0,0,0,0,0.00097404,0.000713029,0,0,0.000671027,0.000905044,0,0,0,0,0,0,0.001411047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003208675,0.004151105,0,0,0,0,0,0,0,0,0,0,0.000662032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00115205,0,0,0,0,0,0,0.000740026,0,0,0,0.00077404,0.0001521
ARISA_781.3,0,0,0,0,0,0.001133047,0,0,0,0.00375615,0,0.000883042,0,0.001144046,0,0,0,0,0,0.001159046,0,0,0,0,0,0,0.000755024,0.000574025,0.000956053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001571064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001084042,0,0,0.000869039,0,0,0.000578027,0,0,0,0,0,0,0,0,0,0,0.001718076,0,0,0,0.002983104,0,0,0,0.002249117,0.000212009
ARISA_782,0,0,0,0,0,0,0.001911076,0,0,0,0,0,0,0.001456058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001286053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00564922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000629025,0,0.001901084,0,0,0,0,0,0,0,0,0.000127055
ARISA_785,0,0,0,0,0.001926081,0,0.002580103,0.010602403,0,0.002185087,0,0,0.000823039,0,0,0,0,0,0,0.002082083,0,0,0,0,0,0.000555022,0,0,0.000625034,0,0,0,0,0,0.000823017,0,0,0,0,0,0,0,0.000698032,0,0,0,0,0,0,0,0,0.005747299,0,0,0,0,0,0,0,0,0,0,0.001382068,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003113121,0,0,0,0,0.000695032,0,0,0,0,0.000603022,0,0,0,0.000704028,0,0.001673074,0,0,0,0,0,0,0,0,0.00036453
ARISA_787.7,0,0,0,0,0,0.005745236,0,0.002830108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000586032,0,0,0,0.000679022,0.001447046,0.001175025,0,0,0,0,0,0,0,0.004618212,0,0,0,0,0,0,0.000726032,0.006065838,0.029651179,0,0,0,0.000712039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000644028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001748091,0.000560672
ARISA_788.5,0,0,0,0,0,0.002326095,0,0.000767029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00100305,0,0,0.00131406,0,0,0,0,0,0,0.000661029,0,0,0,0,0,0.004032222,0,0,0,0,0,0,0,0,0,0.00027001,0,0,0,0,0,0,0,0,0.000605028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002017105,0.00012867
ARISA_791.4,0,0,0,0,0,0,0,0,0.001139041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002004064,0,0,0.002321088,0.003212084,0,0,0,0,0,0,0,0,0.006036302,0,0,0,0,0,0,0,0.073799321,0,0,0.004860081,0.006012497,0,0,0.003444134,0.009882544,0,0,0,0,0.010550528,0.012331657,0,0,0,0,0,0,0,0,0,0,0.025345141,0,0.005892271,0,0,0.000823035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021108098,0.00186893
ARISA_792.6,0,0,0,0,0,0,0,0,0.001362049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000735071,0,0,0,0,0.00491327,0,0,0,0,0,0.003160219,0,0,0,0,0,0,0,0,0,0,0,0,0.003139144,0,0,0,0,0,0,0.000707033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00616132,0.000199783
ARISA_795,0.000836035,0,0,0,0,0,0,0,0.003230116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014454651,0,0,0.001586311,0.005677247,0,0,0.002359092,0.004877268,0,0,0,0,0.021771089,0.001456022,0.004240208,0,0,0,0,0,0,0,0,0,0.003978179,0,0,0,0.01179746,0,0,0,0,0.0021691,0,0.001095045,0,0,0.000642024,0.000671027,0,0,0,0,0.002381105,0,0,0,0,0,0,0,0.017827927,0.001000494
ARISA_795.9,0.001740073,0,0.000591024,0,0,0,0,0,0.001318047,0.000545022,0,0,0,0,0,0,0,0.000974032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004098184,0,0,0.00174354,0.001006753,0,0,0,0.001384076,0,0,0,0,0,0,0.002988146,0,0,0,0,0,0,0,0,0,0.00199109,0,0,0,0,0,0,0,0,0.000571026,0,0,0,0,0,0.000900036,0,0.002422104,0,0,0,0,0,0,0,0,0,0,0.001484077,0.00023522
ARISA_798.7,0.000759032,0,0,0,0,0,0,0,0.000617022,0,0,0,0,0,0,0,0,0.000654022,0,0,0,0,0,0.004592188,0,0,0.004797154,0,0,0,0,0,0,0,0,0.001509041,0.000672022,0,0,0,0,0,0,0,0.001849076,0,0,0.002010091,0,0,0.003046439,0.009097805,0,0,0,0,0,0,0,0.001171062,0.023155158,0,0.005537271,0.070748325,0,0,0,0,0,0,0,0,0,0,0,0.000536021,0.003640142,0,0,0,0,0.001249058,0,0,0,0,0,0,0,0.009140393,0,0,0.010925481,0,0,0,0,0,0,0,0.00057603,0.001547355
ARISA_800.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002153069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002760021,0.009480091,0,0,0,0.002472136,0,0,0,0.003294175,0.01780589,0.001365959,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000525021,0.006639259,0,0,0,0,0,0,0,0,0,0,0,0,0.003100133,0,0,0,0,0,0.044221946,0,0,0,0,0,0.000928888
ARISA_801.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003428565,0,0,0,0,0,0,0,0,0,0.000800562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18725E-05
ARISA_802.9,0,0,0,0,0,0,0,0.000855033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000567026,0.001010051,0,0,0,0,0,0,0,0,0,0,0.005514034,0,0,0,0,0.000872048,0,0,0,0,0.001610081,0.000577405,0,0.003425161,0,0,0,0,0.00055352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002372104,0,0,0,0,0.000703037,0.000178807
ARISA_803.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003909125,0,0,0,0,0,0,0,0,0,0,0,0.001914088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000806044,0,0,0,0,0,0,0,0,0,0,0,0,0.001113046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.66565E-05
ARISA_804.9,0,0,0,0,0,0.001807074,0,0.003235123,0.005105184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001407054,0.011359295,0,0,0,0,0,0,0,0.00086004,0.01259963,0,0,0,0,0,0,0,0.000725033,0,0,0,0,0,0,0,0.001320073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000595021,0,0,0,0.002561133,0.00041163
ARISA_808,0,0,0,0,0,0.002304095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001835048,0,0,0,0,0,0,0,0.008436388,0.002660133,0,0.001642066,0,0,0,0,0,0.001235056,0,0,0.012999941,0.04740646,0,0.002434529,0,0.006564361,0,0,0,0,0.032778639,0.007052951,0,0,0,0,0,0,0.001517426,0,0,0,0.002470111,0,0.000723033,0.000622024,0.007412289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001387075
ARISA_808.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001241048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22876E-05
ARISA_809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00609488,0.005319979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113018
ARISA_810.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001100604,0,0,0,0,0,0,0,0,0,0.014976749,0.003565503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000194484
ARISA_812.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001205054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000560817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74839E-05
ARISA_813.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000606032,6.00032E-06
ARISA_816.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002999135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96944E-05
ARISA_817.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000843036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.34689E-06
ARISA_817.6,0,0,0,0,0,0,0.000661026,0,0,0,0,0,0,0.001119045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76245E-05
ARISA_820.5,0,0,0,0,0,0,0.001196048,0,0,0,0,0.000529025,0,0.001235049,0,0.001452058,0,0,0.000759034,0,0,0,0,0.000591024,0,0,0,0,0.000559031,0,0,0,0,0,0,0.000557015,0,0.001082047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.88152E-05
ARISA_823.1,0,0,0,0,0,0,0.001424057,0,0,0,0,0.00064303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011117612,0,0,0,0,0.004901157,0,0.00112103,0.004348139,0,0,0,0,0,0,0,0,0.001077039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000675032,0.00375615,0.00055752,0,0,0,0,0.000595033,0.000663025,0,0,0,0,0,0.00324914,0.003647164,0.005188192,0,0,0.000522016,0.001090045,0,0,0,0,0.002129089,0,0,0,0,0,0,0,0,0,0,0,0,0.00046242
ARISA_825.8,0,0,0,0,0,0.001204049,0.00649626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002698084,0,0,0.002989111,0,0,0,0.007202396,0,0,0,0.003915129,0.001843059,0,0,0.003841123,0,0.002744126,0,0.001353053,0.000838034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002232123,0,0,0,0,0,0,0,0.001193056,0,0,0,0.001347051,0,0,0.000876048,0,0,0.000638027,0,0,0,0.005552239,0.002974134,0.001324049,0.000711025,0.000627029,0,0,0,0,0,0,0,0,0,0.000577013,0,0,0,0,0,0,0,0,0,0.000526497
ARISA_828.8,0.06070555,0.012340444,0.057496357,0.074600059,0.041026723,0,0.038096524,0,0,0.048603944,0,0.070516314,0.002223105,0.121728869,0.161480782,0.126432057,0.092861272,0.013762454,0.082944733,0.042096684,0.066670334,0.004901152,0,0.090339704,0.010890403,0.018606744,0.000750024,0.001698075,0.024692358,0,0,0,0.006752223,0.00594419,0,0.102163758,0.008671278,0.0860487,0.018437848,0,0.003743146,0.000571023,0,0.000598032,0.003265134,0.122133397,0.070460748,0.002245101,0.063496413,0.051280256,0,0,0.001396039,0,0,0.004801264,0.00785333,0.002701081,0,0.032512723,0,0,0,0.016890794,0.033339334,0.03972643,0,0.001376052,0,0.003707134,0,0.001802069,0,0.008428362,0,0,0,0.003346144,0.004582206,0.057717136,0.032685144,0.000741034,0.30065902,0,0.167484025,0,0,0,0.027766166,0,0,0.002593057,0,0.035548493,0.000809035,0,0,0,0,0,0,0.02574002
ARISA_831.8,0.02332498,0.000691025,0.029962229,0.006053248,0.02070487,0.000550023,0.002817113,0,0.000745027,0.008350334,0,0.034337614,0.002194103,0.061565463,0.077027235,0.007645306,0.042961976,0.002490082,0.016477742,0.005130205,0.025207882,0.003130097,0,0.009315382,0.002229083,0.005850234,0,0.001100048,0.018483017,0,0,0,0.005946196,0.005505176,0,0.02183459,0,0.026938158,0,0,0.000876034,0,0,0,0,0,0.016379639,0,0.006492247,0.024437075,0,0,0.000532015,0,0,0.002713149,0.006480272,0.004093123,0,0.025103331,0.009309466,0,0.000673033,0.01509471,0.025722029,0.02833152,0.079162721,0,0,0.003260117,0.070441874,0.001288049,0,0.010397447,0.000555026,0.000625024,0,0,0.003725168,0.058334158,0,0,0,0.061905538,0,0.001569057,0,0,0.078647303,0,0,0,0.000594026,0.032400361,0.000598026,0,0,0,0,0,0,0.010280297
ARISA_833.8,0.000584025,0,0,0.001822075,0.002871121,0,0,0,0,0,0,0.001950092,0,0,0,0,0,0,0,0.003455138,0,0,0,0,0.000664025,0.000667027,0,0.000788035,0.003103171,0,0,0,0,0,0,0.001056029,0,0.003100133,0.000786036,0,0,0,0,0,0,0,0,0,0,0.0022811,0.001191736,0,0,0,0,0,0.002968125,0,0,0,0,0,0,0.002725128,0,0,0,0,0,0,0.01617789,0.000920035,0,0.002476107,0,0,0,0,0.001354061,0,0.03400519,0,0,0.001746072,0,0,0,0,0.00855836,0,0,0,0,0.006839287,0,0,0,0,0,0,0,0.001010792
