,,,,window_overlap,window_overlap,start_error,start_error,end_error,end_error
,,,,mean,std,mean,std,mean,std
n,alpha,delay_yz,is_global,,,,,,
80,0.8,0,False,0.8894,0.0625,-4.1,3.138,4.04,3.2637
80,1.0,0,False,0.8943,0.0501,-3.02,2.8247,4.72,2.907
100,0.8,0,False,0.8807,0.0525,-5.48,3.9188,5.62,3.9169
100,1.0,0,False,0.8773,0.047,-6.1,3.6154,5.34,3.3479
