,,,,window_overlap,window_overlap,start_error,start_error,end_error,end_error
,,,,mean,std,mean,std,mean,std
n,effect_size,delay_yz,is_global,,,,,,
100,0.5,0,False,0.8874,0.0508,-5.48,3.621,4.96,3.5911
100,0.6,0,False,0.8928,0.0566,-4.5,3.9499,5.3,3.9499
100,0.7,0,False,0.8918,0.0511,-5.28,3.8281,4.72,3.3444
