n,seed,corr_start0,corr_end0,s_true,e_true,s_pred,e_pred,J,Coverage,L_int,L_union,MAE_start,MAE_end,P,LA,power_hit
20,26,5,14,6,15,3,20,0.5555555555555556,1.0,10,18,3,5,0.06,0.49078638,False
20,27,5,14,6,15,3,20,0.5555555555555556,1.0,10,18,3,5,0.008,0.55921153,True
20,28,5,14,6,15,5,16,0.8333333333333334,1.0,10,12,1,1,0.013,0.70508138,True
20,29,5,14,6,15,6,18,0.7692307692307693,1.0,10,13,0,3,0.054,0.56447263,False
20,30,5,14,6,15,1,20,0.5,1.0,10,20,5,5,0.116,0.47753803,False
20,31,5,14,6,15,5,19,0.6666666666666666,1.0,10,15,1,4,0.303,0.32178038,False
20,32,5,14,6,15,6,19,0.7142857142857143,1.0,10,14,0,4,0.156,0.47045653,False
20,33,5,14,6,15,6,19,0.7142857142857143,1.0,10,14,0,4,0.007,0.60055989,True
20,34,5,14,6,15,5,18,0.7142857142857143,1.0,10,14,1,3,0.05,0.58785697,True
20,35,5,14,6,15,6,18,0.7692307692307693,1.0,10,13,0,3,0.044,0.65727433,True
20,36,5,14,6,15,1,19,0.5263157894736842,1.0,10,19,5,4,0.006,0.6017728,True
20,37,5,14,6,15,4,20,0.5882352941176471,1.0,10,17,2,5,0.006,0.76492224,True
20,38,5,14,6,15,6,15,1.0,1.0,10,10,0,0,0.176,0.46375734,False
20,39,5,14,6,15,6,15,1.0,1.0,10,10,0,0,0.15,0.4788747,False
20,40,5,14,6,15,6,17,0.8333333333333334,1.0,10,12,0,2,0.03,0.68813217,True
20,41,5,14,6,15,1,16,0.625,1.0,10,16,5,1,0.023,0.46314631,True
20,42,5,14,6,15,2,19,0.5555555555555556,1.0,10,18,4,4,0.043,0.48741928,True
20,43,5,14,6,15,2,20,0.5263157894736842,1.0,10,19,4,5,0.002,0.6930326,True
20,44,5,14,6,15,6,16,0.9090909090909091,1.0,10,11,0,1,0.07,0.61441993,False
20,45,5,14,6,15,1,17,0.5882352941176471,1.0,10,17,5,2,0.085,0.47526714,False
20,46,5,14,6,15,5,16,0.8333333333333334,1.0,10,12,1,1,0.005,0.70501356,True
20,47,5,14,6,15,1,19,0.5263157894736842,1.0,10,19,5,4,0.048,0.55698327,True
20,48,5,14,6,15,3,15,0.7692307692307693,1.0,10,13,3,0,0.065,0.55222468,False
20,49,5,14,6,15,1,20,0.5,1.0,10,20,5,5,0.163,0.48849294,False
20,50,5,14,6,15,2,14,0.6428571428571429,0.9,9,14,4,1,0.033,0.51292465,True
